ID,Code,Name,Coordinates,Description,Zone ID,URL,Location Type,Parent Station ID,Timezone,Wheelchair Boarding
00284,,York Street (east side of Division),"44.23795, -76.49406",,,,,,,0
09229,,Kirkpatrick Street (east side of Division),"44.25379, -76.49664",,,,,,,0
S02080,,Innovation Drive at Highway 15 (north side),"44.2722, -76.44609",,,,,,,0
02010,,Barriefield (west side of Highway 15),"44.24126, -76.45923",,,,,,,0
S02039,,Downtown Transfer Point Platform 4,"44.23138, -76.48441",,,,,,,0
09201,,Union Street (west side of University),"44.22833, -76.49566",,,,,,,0
S00426,,Kingston General Hospital (south side of Stuart),"44.22427, -76.49475",,,,,,,0
S00126,,Highway 2 at Royal Military College (south side),"44.2369, -76.46556",,,,,,,0
09225,,Barrett Court (east side of Highway 15),"44.25047, -76.46063",,,,,,,0
09226,,Grenadier Drive (east side of Highway 15),"44.25377, -76.46044",,,,,,,0
S09205,,Rideau Town Centre (south side of Gore),"44.25949, -76.45612",,,,,,,0
09206,,Dalgleish Avenue (east side of Rose Abbey),"44.26129, -76.4494",,,,,,,0
09221,,McCallum Street (east side of Rose Abbey),"44.26374, -76.44681",,,,,,,0
00150,,Joyce Street (north side of Guthrie),"44.27481, -76.47791",,,,,,,0
00154,,Sutherland Drive (west side of Virginia),"44.26844, -76.48764",,,,,,,0
00161,,Guthrie Drive (south side of Sutherland),"44.2685, -76.48488",,,,,,,0
02017,,300 Conacher Drive (north side),"44.26633, -76.49475",,,,,,,0
00217,,Rigney Street (north side of John Counter),"44.25953, -76.5036",,,,,,,0
00073,,Rockford Place (south side of Elliott),"44.25609, -76.50114",,,,,,,0
00235,,Barbara Avenue (west side of Division),"44.25027, -76.49635",,,,,,,0
00299,,Earl Street (west side of Bagot),"44.2287, -76.48647",,,,,,,0
00317,,George Street (north side of Stuart),"44.2248, -76.49198",,,,,,,0
00440,,Willingdon Avenue (north side of Union),"44.22547, -76.50693",,,,,,,0
00441,,Pembroke Street (north side of Union),"44.22445, -76.51013",,,,,,,0
00461,,Cartwright Street (south side of Churchill),"44.22245, -76.52377",,,,,,,0
00447,,Forsythe Avenue (east side of Mowat),"44.22659, -76.52056",,,,,,,0
00488,,Mowat Avenue (north side of Johnson),"44.23053, -76.52089",,,,,,,0
00486,,Johnson Street (east side of Roden),"44.23062, -76.52245",,,,,,,0
00481,,219 Norman Rogers Drive (east side),"44.23373, -76.52276",,,,,,,0
00477,,Casterton Avenue (east side of Norman Rogers),"44.23771, -76.52314",,,,,,,0
00498,,Van Order Drive at L.C.V.I. (west side),"44.23764, -76.52029",,,,,,,0
02059,,Van Order Drive at L.C.V.I. (east side),"44.23772, -76.52017",,,,,,,0
00483,,Silver Street (west side of Roden),"44.23198, -76.52275",,,,,,,0
00489,,394 Yonge Street (west side),"44.23026, -76.51854",,,,,,,0
00445,,310 Yonge Street (west side),"44.22738, -76.51827",,,,,,,0
S00800,,Francis Street (north side of Churchill),"44.22267, -76.52197",,,,,,,0
00696,,Pembroke Street (south side of Union),"44.22438, -76.50996",,,,,,,0
02043,,Hillcroft Drive (south side of Union),"44.22551, -76.50624",,,,,,,0
00318,,George Street (south side of Stuart),"44.22464, -76.49221",,,,,,,0
00302,,West Street (south side of Bagot),"44.22683, -76.48793",,,,,,,0
00279,,Colborne Street (east side of Division),"44.23478, -76.49327",,,,,,,0
00285,,Pine Street (east side of Division),"44.23916, -76.49428",,,,,,,0
00232,,Fraser Street (east side of Division),"44.24554, -76.49539",,,,,,,0
00233,,Railway Street (east side of Division),"44.24784, -76.49575",,,,,,,0
00051,,Rockford Place (north side of Elliott),"44.25622, -76.50141",,,,,,,0
S00052,,Bus Terminal Transfer Point Platform 3,"44.25875, -76.50603",,,,,,,0
00218,,Rigney Street (south side of John Counter),"44.25931, -76.50267",,,,,,,0
00162,,Guthrie Drive (north side of Sutherland),"44.26861, -76.48484",,,,,,,0
00158,,109 Virginia Street (south side),"44.27107, -76.48473",,,,,,,0
00172,,Sutherland Drive (west side of Montreal),"44.26807, -76.47914",,,,,,,0
02016,,MacCauley Street (east side of Wilson),"44.26354, -76.48661",,,,,,,0
00183,,Wilson Street (north side of Compton),"44.26472, -76.48796",,,,,,,0
00203,,Trillium Court (north side of Weller),"44.26177, -76.4931",,,,,,,0
02015,,Briceland Street (west side of Montreal),"44.25944, -76.48201",,,,,,,0
00262,,Bay Street (west side of Bagot),"44.23593, -76.48394",,,,,,,0
02031,,Ordnance Street (east side of Montreal),"44.2346, -76.48495",,,,,,,0
00253,,Charles Street (east side of Montreal),"44.24033, -76.4865",,,,,,,0
00252,,362 Montreal Street (east side),"44.24155, -76.48756",,,,,,,0
00229,,Railway Street (east side of Montreal),"44.24874, -76.48638",,,,,,,0
S00226,,Belle Park (east side of Montreal),"44.25124, -76.48543",,,,,,,0
00213,,John Counter Boulevard (east side of Montreal),"44.25713, -76.48281",,,,,,,0
00197,,Wiley Street (north side of Drennan),"44.26067, -76.48909",,,,,,,0
00200,,Weller Avenue at KCHC (east side of Compton),"44.26286, -76.49073",,,,,,,0
00204,,70 Compton Street (south side),"44.26443, -76.49029",,,,,,,0
00185,,Weller Avenue (west side of Wilson),"44.26295, -76.48674",,,,,,,0
00186,,Ford Street (south side of Weller),"44.26231, -76.48462",,,,,,,0
00057,,1135 Montreal Street (east side),"44.26395, -76.47845",,,,,,,0
00174,,Greer Street (east side of Montreal),"44.26645, -76.47851",,,,,,,0
00171,,1343 Montreal Street (east side),"44.27095, -76.47892",,,,,,,0
00837,,Indian Road (south side of John Counter),"44.25878, -76.5262",,,,,,,0
00374,,Phillips Street (east side of Portsmouth),"44.24291, -76.52913",,,,,,,0
00058,,Lance Street (south side of Craftsman),"44.24367, -76.44706",,,,,,,0
00089,,Mercury Crescent (west side of Craftsman),"44.2423, -76.43909",,,,,,,0
00086,,Canal du Nord Drive (north side of Lundy's),"44.23851, -76.44088",,,,,,,0
00117,,19 Lundy's Lane (north side),"44.23822, -76.44516",,,,,,,0
00082,,Lundy's Lane (east side of Niagara Park),"44.23598, -76.45418",,,,,,,0
00128,,Constantine Arena (north side of Highway 2),"44.23588, -76.46857",,,,,,,0
00351,,Albert Street (north side of Brock),"44.23286, -76.5009",,,,,,,0
00347,,Macdonnell Street (north side of Brock),"44.23273, -76.50567",,,,,,,0
00329,,Helen Street (south side of Park),"44.23819, -76.51214",,,,,,,0
00336,,Mack Street (west side of Regent),"44.23401, -76.50902",,,,,,,0
00344,,Brock Street (west side of Regent),"44.23274, -76.5089",,,,,,,0
00291,,Division Street (south side of Johnson),"44.23124, -76.4931",,,,,,,0
00756,,Sydenham Street (south side of Johnson),"44.23048, -76.48794",,,,,,,0
00092,,King Street E. at City Hall (east side),"44.22984, -76.48162",,,,,,,0
00093,,Royal Military College (south side of Highway 2),"44.23586, -76.46821",,,,,,,0
S00818,,Grant Timmins Drive (north side of Dalton),"44.26924, -76.52215",,,,,,,0
00727,,93 Grant Timmins Drive (south side),"44.26741, -76.52511",,,,,,,0
00728,,Dalton Avenue (east side of Grant Timmins),"44.2693, -76.5231",,,,,,,0
00826,,Sir John A Macdonald Blvd (south side of Dalton),"44.2688, -76.52061",,,,,,,0
00838,,Old Mill Road (north side of John Counter),"44.25885, -76.53853",,,,,,,0
00819,,Fortune Crescent (east side of Gardiners),"44.27203, -76.56892",,,,,,,0
00048,,Assurant (west side of Gardiners),"44.27202, -76.56933",,,,,,,0
00515,,Cataraqui Woods Drive (west side of Gardiners),"44.26749, -76.56913",,,,,,,0
S02014,,Bus Terminal Transfer Point Platform 2,"44.25919, -76.50553",,,,,,,0
00831,,King's Crossing Mall (north side of Dalton),"44.26586, -76.50343",,,,,,,0
00828,,295 Dalton Avenue (north side),"44.26885, -76.51206",,,,,,,0
00394,,Old Quarry Road (west side of Aberfoyle),"44.25736, -76.52221",,,,,,,0
00393,,Indian Road (north side of Old Quarry),"44.25715, -76.5257",,,,,,,0
00391,,Portsmouth Avenue (north side of Champlain),"44.25523, -76.52959",,,,,,,0
00386,,Avenue Road (south side of Glengarry),"44.25286, -76.51996",,,,,,,0
00385,,McMahon Avenue (west side of Avenue),"44.25018, -76.51917",,,,,,,0
00761,,Elmwood Street (west side of Sir John A Macdonald),"44.24265, -76.51953",,,,,,,0
00367,,Leroy Grant Drive (south side of Concession),"44.24116, -76.50696",,,,,,,0
00369,,Victoria Street (south side of Concession),"44.24124, -76.50313",,,,,,,0
02027,,Fifth Avenue (east side of Kingscourt),"44.24641, -76.50149",,,,,,,0
00862,,Fifth Avenue (west side of Kingscourt),"44.24632, -76.50164",,,,,,,0
S00505,,Kingston Centre Transfer Point Platform 3,"44.24207, -76.51693",,,,,,,0
S09040,,Sir John A Macdonald Blvd (north side of King),"44.22116, -76.51289",,,,,,,0
S09038,,Portsmouth Avenue (north side of King),"44.22049, -76.52598",,,,,,,0
S09036,,Centre 70 Park and Ride (east side of Days),"44.21883, -76.56915",,,,,,,0
S09034,,Glen Castle Road (north side of Henderson),"44.22819, -76.57975",,,,,,,0
S09032,,Conservatory Drive (east side of Bayridge),"44.23265, -76.59299",,,,,,,0
S09030,,Hudson Drive (east side of Bayridge),"44.24529, -76.59034",,,,,,,0
S09031,,Hudson Drive (west side of Bayridge),"44.24429, -76.59057",,,,,,,0
S09033,,Acadia Drive (west side of Bayridge),"44.2322, -76.59322",,,,,,,0
09079,,1281 Midland Avenue (east side),"44.27124, -76.57416",,,,,,,0
09082,,270 Princess Street (south side),"44.23237, -76.48795",,,,,,,0
09077,,Portsmouth Avenue (north side of Princess),"44.24955, -76.52934",,,,,,,0
00049,,Brackenwood Crescent (east side of Birchwood),"44.26787, -76.57879",,,,,,,0
09085,,Station Street (south side of Bath),"44.23987, -76.61303",,,,,,,0
S02084,,Cataraqui Centre Transfer Point Platform 7,"44.25507, -76.57294",,,,,,,0
00683,,Innovation Drive at Highway 15 (south side),"44.27169, -76.44541",,,,,,,0
S02040,,Downtown Transfer Point Platform 6,"44.23118, -76.48426",,,,,,,0
S02035,,Downtown Transfer Point Platform 1,"44.23117, -76.4856",,,,,,,0
S02041,,Downtown Transfer Point Platform 7,"44.23096, -76.48425",,,,,,,0
09092,,Morenz Crescent (north side of Conacher),"44.26682, -76.48414",,,,,,,0
09237,,Sheppard Street (west side of Montreal),"44.27302, -76.47762",,,,,,,0
03023,,Atkinson Street (west side of Halifax),"44.26716, -76.55834",,,,,,,0
09235,,Brock Street (east side of University),"44.23247, -76.49557",,,,,,,0
09102,,Speers Boulevard (north side of Amherst),"44.22496, -76.66337",,,,,,,0
09119,,845 Gardiners Road (west side),"44.25365, -76.56864",,,,,,,0
09122,,Holden Street (north side of Princess),"44.26083, -76.59037",,,,,,,0
09124,,Rosanna Avenue (north side of Princess),"44.26219, -76.59906",,,,,,,0
09118,,Cataraqui Woods Park (south side of Cat. Woods),"44.26657, -76.57993",,,,,,,0
09105,,Midland Avenue (north side of Cataraqui Woods),"44.26737, -76.57577",,,,,,,0
09107,,Juniper Drive (north side of Cataraqui Woods),"44.26662, -76.58315",,,,,,,0
445,,First Canada Avenue (West side of Division),"44.2641910258681, -76.4985940698535",,,,,,,0
782,,Warne Crescent (south side of Dalton),"44.2656871117652, -76.5021851286293",,,,,,,0
783,,Lappan's Lane (north side of John Counter),"44.259401941672, -76.5099725872279",,,,,,,0
