CYCLE_STATUS,CYCLE_TYPE,CONSTRUCTION_STATUS,CONSTRUCTION_TYPE,CYCLE_WIDTH,GeoJSON,geo_point_2d
Bike Lane,Diamond Symbol,Constructed,,1.5,"{""coordinates"": [[-76.5746564, 44.2497287], [-76.5739313, 44.2500118], [-76.5731708, 44.2502409], [-76.5723827, 44.2504137]], ""type"": ""LineString""}","44.25011070843771, -76.57353149859942"
Bike Lane,,Constructed,,,"{""coordinates"": [[-76.5384939, 44.2199486], [-76.5380766, 44.2199499], [-76.5377208, 44.2199475]], ""type"": ""LineString""}","44.21994899687377, -76.53810734828143"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5840397, 44.2663974], [-76.5840148, 44.2655295], [-76.5840311, 44.2652113]], ""type"": ""LineString""}","44.26580424532721, -76.5840260956621"
Bike Lane,Diamond Symbol,Constructed,,1.5,"{""coordinates"": [[-76.5840481, 44.2667386], [-76.5840705, 44.2676487]], ""type"": ""LineString""}","44.267193649999996, -76.5840593"
Buffered Bike Lane,Diamond Symbol,Constructed,Cycling Lanes,1.5,"{""coordinates"": [[-76.5008143, 44.2366713], [-76.5018295, 44.2370868]], ""type"": ""LineString""}","44.23687905, -76.5013219"
Buffered Bike Lane,Diamond Symbol,Constructed,Cycling Lanes,1.5,"{""coordinates"": [[-76.4976686, 44.2353829], [-76.4989626, 44.2359158]], ""type"": ""LineString""}","44.23564935, -76.4983156"
Buffered Bike Lane,Diamond Symbol,Constructed,,1.5,"{""coordinates"": [[-76.505918, 44.2388122], [-76.5077013, 44.2395533]], ""type"": ""LineString""}","44.23918275, -76.50680965"
Bike Lane,Diamond Symbol,Constructed,,1.5,"{""coordinates"": [[-76.4831374, 44.2562877], [-76.4831304, 44.2561663], [-76.4831148, 44.2560222], [-76.4830995, 44.2558094], [-76.4831047, 44.2556207], [-76.4831341, 44.2554431]], ""type"": ""LineString""}","44.255864783092335, -76.4831150965716"
Bike Lane,,Proposed,,,"{""coordinates"": [[-76.6100936, 44.2594193], [-76.6099965, 44.2595153], [-76.6094701, 44.2599634], [-76.6087966, 44.260485], [-76.6083797, 44.2608173], [-76.6080963, 44.2610595], [-76.6078913, 44.2612636], [-76.6076887, 44.2614904], [-76.6075877, 44.2616365]], ""type"": ""LineString""}","44.260496779556185, -76.60880893279253"
Bike Lane,Diamond Symbol,Constructed,Cycling Lanes,,"{""coordinates"": [[-76.4955345, 44.2289763], [-76.4955536, 44.2297723]], ""type"": ""LineString""}","44.2293743, -76.49554405"
Bike Lane,,Approved for Construction,Development Charge Project,,"{""coordinates"": [[-76.5488727, 44.2699369], [-76.5441639, 44.2698776]], ""type"": ""LineString""}","44.26990725, -76.5465183"
Bike Lane,Diamond Symbol,Constructed,Cycling Lanes,1.5,"{""coordinates"": [[-76.5948053, 44.2392848], [-76.5919104, 44.2383918]], ""type"": ""LineString""}","44.2388383, -76.59335785"
Bike Lane,,Constructed,,1.5,"{""coordinates"": [[-76.5595549, 44.2751434], [-76.5595634, 44.2757805], [-76.559579, 44.2759598], [-76.5595966, 44.2761612], [-76.5596273, 44.2763669], [-76.559671, 44.2765633]], ""type"": ""LineString""}","44.27585616566554, -76.55958508685399"
Bike Lane,,Constructed,,,"{""coordinates"": [[-76.4628485, 44.2591578], [-76.462827, 44.2592169], [-76.4628043, 44.2592745], [-76.4627712, 44.2593093], [-76.4626916, 44.2593734], [-76.4626474, 44.2593954], [-76.4626081, 44.2594114], [-76.4625684, 44.2594179], [-76.4621576, 44.2594231], [-76.4619769, 44.2594243], [-76.4618206, 44.2594668], [-76.4617475, 44.2594594]], ""type"": ""LineString""}","44.25939235856311, -76.462346940488"
Bike Lane,,Constructed,,,"{""coordinates"": [[-76.4602501, 44.2600118], [-76.4603718, 44.2597235], [-76.4604266, 44.2595918], [-76.4604378, 44.2595106], [-76.4604568, 44.259408], [-76.4604947, 44.2593313], [-76.4605348, 44.2592795], [-76.460569, 44.2592553]], ""type"": ""LineString""}","44.25962438611055, -76.46039994685135"
Bike Lane,,Constructed,,,"{""coordinates"": [[-76.4601805, 44.2590232], [-76.4601511, 44.2590415], [-76.4601231, 44.2590502], [-76.4600411, 44.2590858], [-76.4597568, 44.2591144], [-76.4596841, 44.2591225], [-76.4596479, 44.2591325], [-76.4593863, 44.2592097]], ""type"": ""LineString""}","44.25911825163351, -76.45978544726646"
Bike Lane,,Constructed,,,"{""coordinates"": [[-76.4603424, 44.258303], [-76.4602957, 44.2585882], [-76.4602579, 44.2588019], [-76.4602301, 44.2589523], [-76.4602048, 44.2590015], [-76.4601805, 44.2590232]], ""type"": ""LineString""}","44.258670525964654, -76.46027836454785"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5037704, 44.2560244], [-76.499764, 44.2562164]], ""type"": ""LineString""}","44.2561204, -76.50176719999999"
Bike Lane,Diamond Symbol,Constructed,Cycling Lanes,,"{""coordinates"": [[-76.5040621, 44.2560743], [-76.5049045, 44.2560322]], ""type"": ""LineString""}","44.25605325, -76.50448329999999"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.4986021, 44.2562709], [-76.4984776, 44.2562779], [-76.4982506, 44.2562776], [-76.4974186, 44.2563088]], ""type"": ""LineString""}","44.25628825907242, -76.4980103511898"
Buffered Bike Lane + Flex Bollards,Diamond Symbol,Constructed,,1.8,"{""coordinates"": [[-76.5124641, 44.2324057], [-76.5135312, 44.2323511]], ""type"": ""LineString""}","44.2323784, -76.51299765"
Buffered Bike Lane + Flex Bollards,Diamond Symbol,Constructed,,1.8,"{""coordinates"": [[-76.5097406, 44.2311792], [-76.5086637, 44.2312351]], ""type"": ""LineString""}","44.23120715, -76.50920215"
Buffered Bike Lane + Flex Bollards,Diamond Symbol,Constructed,,1.5,"{""coordinates"": [[-76.5040659, 44.2327782], [-76.5049874, 44.2327327]], ""type"": ""LineString""}","44.23275545, -76.50452665"
Buffered Bike Lane + Flex Bollards,Diamond Symbol,Constructed,,1.5,"{""coordinates"": [[-76.5052026, 44.2327283], [-76.5067415, 44.2326663]], ""type"": ""LineString""}","44.2326973, -76.50597205"
Buffered Bike Lane + Flex Bollards,Diamond Symbol,Constructed,,1.5,"{""coordinates"": [[-76.5066356, 44.2313103], [-76.505103, 44.2313638]], ""type"": ""LineString""}","44.23133704999999, -76.5058693"
Buffered Bike Lane + Flex Bollards,Diamond Symbol,Constructed,,1.4,"{""coordinates"": [[-76.5037492, 44.2314038], [-76.5028588, 44.2314334]], ""type"": ""LineString""}","44.2314186, -76.503304"
Buffered Bike Lane + Flex Bollards,Diamond Symbol,Constructed,,1.5,"{""coordinates"": [[-76.508951, 44.2325767], [-76.5098445, 44.2325351]], ""type"": ""LineString""}","44.2325559, -76.50939775"
Buffered Bike Lane + Flex Bollards,Diamond Symbol,Constructed,,1.5,"{""coordinates"": [[-76.5026305, 44.2314418], [-76.5018442, 44.2314664]], ""type"": ""LineString""}","44.2314541, -76.50223735"
Buffered Bike Lane + Flex Bollards,Diamond Symbol,Constructed,,1.5,"{""coordinates"": [[-76.5079192, 44.2312687], [-76.5068931, 44.2313037]], ""type"": ""LineString""}","44.2312862, -76.50740615000001"
Buffered Bike Lane + Flex Bollards,Diamond Symbol,Constructed,,1.8,"{""coordinates"": [[-76.4970204, 44.2316228], [-76.4957557, 44.2316584]], ""type"": ""LineString""}","44.2316406, -76.49638805000001"
Buffered Bike Lane + Flex Bollards,Diamond Symbol,Constructed,Rehabilitation - Asphalt Overlay,1.5,"{""coordinates"": [[-76.5608207, 44.2512252], [-76.5610595, 44.2512322], [-76.5613009, 44.2512309], [-76.5615223, 44.2512258], [-76.5617265, 44.2512149], [-76.5635032, 44.2510599]], ""type"": ""LineString""}","44.251167754316214, -76.56216296394231"
Buffered Bike Lane + Flex Bollards,Diamond Symbol,Constructed,Rehabilitation - Asphalt Overlay,,"{""coordinates"": [[-76.5553954, 44.2499553], [-76.5557294, 44.2500202], [-76.5560895, 44.2501071], [-76.5569017, 44.2503186], [-76.5589016, 44.2508731], [-76.5591736, 44.2509551], [-76.5594768, 44.2510367], [-76.5597452, 44.2510922], [-76.5600562, 44.2511452], [-76.5603346, 44.2511774]], ""type"": ""LineString""}","44.25058453697134, -76.5578619318406"
Buffered Bike Lane + Flex Bollards,Diamond Symbol,Constructed,Rehabilitation - Asphalt Overlay,,"{""coordinates"": [[-76.5424527, 44.2569835], [-76.5426169, 44.2568506], [-76.5426889, 44.2567802], [-76.5427632, 44.2566894], [-76.5428474, 44.2565433], [-76.5428768, 44.2564735], [-76.5429145, 44.2562832], [-76.5429811, 44.2556821], [-76.5430268, 44.2552568], [-76.543058, 44.255038], [-76.5430855, 44.2548947], [-76.5431539, 44.2546856], [-76.5432184, 44.2545459], [-76.5432974, 44.2544162], [-76.5434234, 44.254239], [-76.5436251, 44.2540239], [-76.5437444, 44.2539162], [-76.5438638, 44.2538125], [-76.5439866, 44.2537271], [-76.5441374, 44.2536312], [-76.5445347, 44.2534012], [-76.5450693, 44.2531], [-76.5470708, 44.2519696]], ""type"": ""LineString""}","44.2541118325306, -76.54428756230598"
Buffered Bike Lane + Flex Bollards,,Constructed,Development Charge Project,1.5,"{""coordinates"": [[-76.5326381, 44.2593181], [-76.5329064, 44.2593156], [-76.5331745, 44.2593062], [-76.533442, 44.2592901], [-76.5336828, 44.2592765], [-76.5339229, 44.2592577], [-76.5341623, 44.2592339], [-76.5359477, 44.2590634], [-76.5367594, 44.2589876], [-76.5376349, 44.2589401], [-76.5379658, 44.2589085]], ""type"": ""LineString""}","44.25912546860211, -76.53530256492057"
Buffered Bike Lane + Flex Bollards,,Constructed,Development Charge Project,1.5,"{""coordinates"": [[-76.5383233, 44.2588778], [-76.5387689, 44.2588099], [-76.5388868, 44.2587851], [-76.5394858, 44.258624], [-76.5398966, 44.258488], [-76.5400336, 44.2584338], [-76.5402687, 44.2583317], [-76.5405467, 44.2581892], [-76.5408521, 44.2580172]], ""type"": ""LineString""}","44.25853427096847, -76.539617655927"
Route,,Constructed,,,"{""coordinates"": [[-76.5807631, 44.2666015], [-76.5803359, 44.2666031], [-76.579944, 44.2666327], [-76.5796062, 44.2666959], [-76.5784735, 44.2670479]], ""type"": ""LineString""}","44.266750052171616, -76.57960578746884"
Route,Diamond Symbol,Constructed,Joint Reconstruction,,"{""coordinates"": [[-76.4949712, 44.2418568], [-76.4950688, 44.2425162]], ""type"": ""LineString""}","44.2421865, -76.49502"
Bike Lane,Diamond Symbol,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.5852831, 44.2195756], [-76.5852005, 44.219684], [-76.5850923, 44.2198727], [-76.5850306, 44.2200179], [-76.5849753, 44.2202195], [-76.5849546, 44.2203881], [-76.584951, 44.2205241], [-76.584996, 44.2209934], [-76.5850288, 44.2213411]], ""type"": ""LineString""}","44.22043121106845, -76.58502954247746"
Bike Lane,Diamond Symbol,Constructed,Lane Widening for Cycling Routes,,"{""coordinates"": [[-76.5553503, 44.2515639], [-76.5551843, 44.2506228], [-76.5550861, 44.2499896]], ""type"": ""LineString""}","44.25077740010035, -76.55521427709236"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.555074, 44.2495879], [-76.5550042, 44.249147], [-76.5549321, 44.2488158], [-76.5548718, 44.2486514], [-76.5547272, 44.2483596], [-76.554606, 44.248166]], ""type"": ""LineString""}","44.2488558294165, -76.55489966636844"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5544103, 44.247923], [-76.5542998, 44.2478142], [-76.5542119, 44.2477387], [-76.554082, 44.247647], [-76.5539368, 44.2475667], [-76.5537288, 44.2474704], [-76.5533973, 44.2473291], [-76.553121, 44.2472113], [-76.5526696, 44.2470029]], ""type"": ""LineString""}","44.24741999229077, -76.55356736336292"
Paved Shoulder,,Constructed,,,"{""coordinates"": [[-76.4677626, 44.2870466], [-76.4677549, 44.2857818], [-76.4677517, 44.2847728], [-76.4677611, 44.2845898], [-76.4678054, 44.2842526], [-76.4678881, 44.2839189], [-76.4680087, 44.283591], [-76.4681663, 44.2832711]], ""type"": ""LineString""}","44.28513112961667, -76.46781493800992"
Paved Shoulder,,Constructed,,,"{""coordinates"": [[-76.470691, 44.2808685], [-76.4719152, 44.2801529], [-76.4721172, 44.2800267], [-76.4723044, 44.2798892], [-76.4724755, 44.2797413], [-76.4726295, 44.2795841], [-76.4727653, 44.2794184]], ""type"": ""LineString""}","44.28020123625279, -76.47177394331045"
Bike Lane,,Constructed,Cycling Lanes,,"{""coordinates"": [[-76.4874904, 44.2448037], [-76.4870331, 44.2476312], [-76.4870205, 44.2476745], [-76.487004, 44.2477171], [-76.4869836, 44.2477589], [-76.4868248, 44.2480448]], ""type"": ""LineString""}","44.24644393152234, -76.48721626803413"
Route,,Approved for Construction,Carryover Project,,"{""coordinates"": [[-76.4727653, 44.2794184], [-76.4729121, 44.2792114], [-76.4730374, 44.2789973], [-76.4731406, 44.2787773], [-76.4737696, 44.277309]], ""type"": ""LineString""}","44.27838091590878, -76.4732994566451"
Route,,Approved for Construction,Carryover Project,,"{""coordinates"": [[-76.4725834, 44.2793315], [-76.4727585, 44.279079], [-76.472911, 44.2788192], [-76.4730403, 44.2785531], [-76.4735707, 44.2773577]], ""type"": ""LineString""}","44.278362056968255, -76.4731091399339"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.548663, 44.2379678], [-76.5486125, 44.2377084]], ""type"": ""LineString""}","44.237838100000005, -76.54863775000001"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5655992, 44.2185371], [-76.5644879, 44.2185981]], ""type"": ""LineString""}","44.2185676, -76.56504355"
Bike Lane,Diamond Symbol,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.5930444, 44.2325982], [-76.593107, 44.2331919], [-76.5931732, 44.2337298], [-76.593296, 44.2350211], [-76.5933942, 44.2359838]], ""type"": ""LineString""}","44.2342905829403, -76.59322309904661"
Bike Lane,Diamond Symbol,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.5935251, 44.235797], [-76.5934776, 44.2353582], [-76.5933885, 44.2345941], [-76.5933218, 44.2339699], [-76.593305, 44.2337329], [-76.5932835, 44.2334768], [-76.5932563, 44.2332177], [-76.5931987, 44.2325813]], ""type"": ""LineString""}","44.23418997998891, -76.59335363567799"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5715894, 44.2182014], [-76.5715024, 44.2182057]], ""type"": ""LineString""}","44.21820355, -76.57154589999999"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5711604, 44.218222], [-76.5692513, 44.2183384]], ""type"": ""LineString""}","44.218280199999995, -76.57020585000001"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5854543, 44.2192967], [-76.5847871, 44.2190028], [-76.5840164, 44.2186729], [-76.5830111, 44.2182414], [-76.5824751, 44.2180154], [-76.5822877, 44.2179441], [-76.5820505, 44.2178688], [-76.5817638, 44.2177965], [-76.5815873, 44.2177609], [-76.5813677, 44.2177258], [-76.5810489, 44.2176945]], ""type"": ""LineString""}","44.2183924627793, -76.58328209479042"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.574843, 44.2181113], [-76.5780045, 44.2179248], [-76.5794907, 44.2178255]], ""type"": ""LineString""}","44.21797233947622, -76.57716709780047"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5734937, 44.2182083], [-76.5738579, 44.2181734]], ""type"": ""LineString""}","44.21819085, -76.57367579999999"
Bike Lane,,Constructed,Cycling Lanes,,"{""coordinates"": [[-76.4851486, 44.2379345], [-76.4852481, 44.2380948], [-76.4856543, 44.2388298]], ""type"": ""LineString""}","44.23838017793263, -76.48540481428631"
Bike Lane,,Constructed,Cycling Lanes,,"{""coordinates"": [[-76.4851692, 44.2357348], [-76.4851427, 44.2348361]], ""type"": ""LineString""}","44.235285450000006, -76.48515595"
Bike Lane,Diamond Symbol,Constructed,Cycling Lanes,,"{""coordinates"": [[-76.4956576, 44.2299362], [-76.4956791, 44.2306548]], ""type"": ""LineString""}","44.2302955, -76.49566835"
Bike Lane,Diamond Symbol,Constructed,Cycling Lanes,,"{""coordinates"": [[-76.4955714, 44.2307061], [-76.4955925, 44.2316106]], ""type"": ""LineString""}","44.23115835, -76.49558195"
Bike Lane,,Exists,,,"{""coordinates"": [[-76.4957046, 44.2317906], [-76.495726, 44.2325617]], ""type"": ""LineString""}","44.23217615, -76.4957153"
Bike Lane,,Constructed,Cycling Lanes,,"{""coordinates"": [[-76.4879337, 44.2429034], [-76.4878137, 44.2437268]], ""type"": ""LineString""}","44.243315100000004, -76.4878737"
Bike Lane,,Constructed,Cycling Lanes,,"{""coordinates"": [[-76.4876356, 44.244712], [-76.4874841, 44.2456449]], ""type"": ""LineString""}","44.24517845, -76.48755985"
Bike Lane,,Constructed,Cycling Lanes,,"{""coordinates"": [[-76.4879241, 44.2427189], [-76.4878769, 44.2422276], [-76.4878259, 44.2419388], [-76.4877148, 44.241425], [-76.4876928, 44.2413399], [-76.48766, 44.2412566], [-76.4876166, 44.2411759], [-76.4875631, 44.2410984], [-76.4874998, 44.241025], [-76.4874273, 44.240956], [-76.4873462, 44.2408923]], ""type"": ""LineString""}","44.241755881564195, -76.48774566580977"
Bike Lane,,Constructed,Cycling Lanes,,"{""coordinates"": [[-76.4877875, 44.24387], [-76.4876802, 44.2445444]], ""type"": ""LineString""}","44.244207200000005, -76.48773385"
Bike Lane,,Constructed,Cycling Lanes,,"{""coordinates"": [[-76.4850221, 44.2348269], [-76.4850422, 44.2357309]], ""type"": ""LineString""}","44.2352789, -76.48503215"
Route,,Approved for Construction,Carryover Project,,"{""coordinates"": [[-76.4941757, 44.2380438], [-76.4942712, 44.2385896]], ""type"": ""LineString""}","44.2383167, -76.49422344999999"
Route,,Approved for Construction,Joint Reconstruction,,"{""coordinates"": [[-76.4930038, 44.2305407], [-76.4929687, 44.2313018]], ""type"": ""LineString""}","44.23092124999999, -76.49298625"
Bike Lane,,Constructed,Cycling Lanes,,"{""coordinates"": [[-76.4855941, 44.2384585], [-76.4858639, 44.2389481]], ""type"": ""LineString""}","44.2387033, -76.48572899999999"
Route,,Approved for Construction,Carryover Project,,"{""coordinates"": [[-76.4397362, 44.2941787], [-76.4395126, 44.2941982], [-76.4393196, 44.2942182], [-76.4391484, 44.2942432], [-76.4388609, 44.2942956], [-76.4384613, 44.2943722], [-76.4375516, 44.2945454], [-76.4362295, 44.2948026]], ""type"": ""LineString""}","44.29446859702533, -76.4379795479012"
Route,,Approved for Construction,Joint Reconstruction,,"{""coordinates"": [[-76.4932184, 44.2341491], [-76.4934129, 44.2349071]], ""type"": ""LineString""}","44.234528100000006, -76.49331565"
Route,,Approved for Construction,Carryover Project,,"{""coordinates"": [[-76.4937696, 44.2362989], [-76.4938513, 44.2366172], [-76.4940168, 44.2372622]], ""type"": ""LineString""}","44.23678054776921, -76.49389320869258"
Route,,Approved for Construction,Carryover Project,,"{""coordinates"": [[-76.4935109, 44.2352907], [-76.4936415, 44.2357994]], ""type"": ""LineString""}","44.23554505, -76.4935762"
Bike Lane,,Approved for Construction,Carryover Project,,"{""coordinates"": [[-76.4517971, 44.2685965], [-76.4528514, 44.2676596], [-76.4538961, 44.2667182], [-76.4543354, 44.2663289]], ""type"": ""LineString""}","44.267463327655626, -76.45306681353189"
Bike Lane,,Approved for Construction,Carryover Project,,"{""coordinates"": [[-76.4543354, 44.2663289], [-76.4553265, 44.2654542], [-76.4563687, 44.2645315], [-76.4574095, 44.2636077], [-76.4584078, 44.2627207], [-76.4586702, 44.2624747], [-76.4588264, 44.2623151], [-76.4589923, 44.2621367], [-76.4591313, 44.2619814], [-76.4592517, 44.2618306], [-76.4593761, 44.2616682], [-76.459496, 44.2614997], [-76.4596461, 44.2612655], [-76.4598125, 44.2609958], [-76.4598843, 44.2608643], [-76.4599794, 44.2606816], [-76.4600725, 44.2604802], [-76.4601555, 44.260277], [-76.460219, 44.2601009], [-76.4602769, 44.2599353], [-76.4603177, 44.2597761], [-76.4603647, 44.2595764], [-76.4603956, 44.2594266], [-76.4604271, 44.2592396], [-76.4604415, 44.2591028]], ""type"": ""LineString""}","44.26299497276575, -76.45780770060608"
