CYCLE_STATUS,CYCLE_TYPE,CONSTRUCTION_STATUS,CONSTRUCTION_TYPE,CYCLE_WIDTH,GeoJSON,geo_point_2d
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5291302, 44.2408238], [-76.5290954, 44.2401875]], ""type"": ""LineString""}","44.24050565, -76.52911280000001"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5283473, 44.2375855], [-76.5280912, 44.2368339], [-76.5279784, 44.2364873], [-76.5277321, 44.2356203], [-76.5274689, 44.234922]], ""type"": ""LineString""}","44.236251563351296, -76.52791382424962"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5267726, 44.233059], [-76.5266149, 44.2326363], [-76.5265834, 44.2325438], [-76.5265463, 44.2324487], [-76.5265111, 44.2323537], [-76.5264797, 44.2322638], [-76.5264463, 44.2321687], [-76.526396, 44.2319849], [-76.5263631, 44.23184], [-76.5263325, 44.2316415], [-76.5262923, 44.2313516], [-76.5262466, 44.230991]], ""type"": ""LineString""}","44.23203897290002, -76.52645349004828"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5261467, 44.2299805], [-76.5260745, 44.2292201], [-76.5259525, 44.2280191], [-76.5259127, 44.2276968]], ""type"": ""LineString""}","44.22883814913178, -76.5260343623883"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5253652, 44.2236447], [-76.5254217, 44.2241399]], ""type"": ""LineString""}","44.2238923, -76.52539345"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.4995745, 44.2272842], [-76.4982324, 44.2275269]], ""type"": ""LineString""}","44.22740555, -76.49890345"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5257934, 44.2276046], [-76.5258592, 44.2281808], [-76.5259044, 44.2287338], [-76.5259495, 44.2293508], [-76.5259808, 44.2297155], [-76.5260159, 44.2299979]], ""type"": ""LineString""}","44.22880109807673, -76.52590651721852"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5260463, 44.2302519], [-76.526087, 44.2306229], [-76.5261437, 44.231126], [-76.5261945, 44.2314695], [-76.526252, 44.2317946], [-76.5263116, 44.2320568], [-76.5263772, 44.2322719], [-76.5266101, 44.2329021], [-76.526706, 44.2331613]], ""type"": ""LineString""}","44.23172593868692, -76.52629425846116"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5273299, 44.2348198], [-76.5274911, 44.2352549], [-76.5275948, 44.2355349], [-76.5276839, 44.2358111], [-76.5277961, 44.2362074], [-76.5278883, 44.2365373], [-76.5280563, 44.2371187], [-76.5281724, 44.2374494]], ""type"": ""LineString""}","44.23613038742864, -76.52776383818208"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.4483979, 44.2404653], [-76.444927, 44.240696], [-76.4387608, 44.2410935]], ""type"": ""LineString""}","44.24078161422771, -76.44357949495564"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.4360808, 44.2412721], [-76.4341445, 44.2413922], [-76.4338032, 44.2414193], [-76.4334568, 44.2414523], [-76.433129, 44.2414907], [-76.4328622, 44.2415303], [-76.4325032, 44.24159]], ""type"": ""LineString""}","44.241398464473455, -76.43428858077323"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.4325032, 44.24159], [-76.4319966, 44.2416897], [-76.4308704, 44.2419268]], ""type"": ""LineString""}","44.241756098143384, -76.43168633120989"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.4255813, 44.2431059], [-76.4234394, 44.2436086]], ""type"": ""LineString""}","44.24335725, -76.42451035"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.4207941, 44.2447129], [-76.4175829, 44.2463084]], ""type"": ""LineString""}","44.24551065, -76.41918849999999"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.4117005, 44.2492272], [-76.4108138, 44.2496358], [-76.4099746, 44.2499985]], ""type"": ""LineString""}","44.249617992190956, -76.4108398456147"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.4099746, 44.2499985], [-76.4078345, 44.2508972]], ""type"": ""LineString""}","44.25044785, -76.40890455"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.4078345, 44.2508972], [-76.406272, 44.2515439]], ""type"": ""LineString""}","44.25122054999999, -76.40705325"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.3822178, 44.261612], [-76.3802613, 44.2627366], [-76.3792805, 44.2633007], [-76.3777636, 44.2641621], [-76.3767424, 44.2647111]], ""type"": ""LineString""}","44.26317470624936, -76.37948743726648"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.3767424, 44.2647111], [-76.375326, 44.2654466]], ""type"": ""LineString""}","44.265078849999995, -76.37603419999999"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.3279902, 44.2892043], [-76.3250753, 44.2908743], [-76.3221399, 44.2925541], [-76.3200966, 44.2937169]], ""type"": ""LineString""}","44.291462872398526, -76.32404469766266"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.3174634, 44.2952163], [-76.3169219, 44.2955231], [-76.3164866, 44.2957711], [-76.3161399, 44.2959721], [-76.31593, 44.2960997], [-76.3157, 44.2962441], [-76.3154627, 44.2964052], [-76.3152079, 44.2965885], [-76.3149462, 44.2968088], [-76.3148608, 44.2968852]], ""type"": ""LineString""}","44.29600648061537, -76.31613195677237"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.3148608, 44.2968852], [-76.3145147, 44.2972298], [-76.3143244, 44.2974326], [-76.3142319, 44.2975368], [-76.3140723, 44.2977356], [-76.3139253, 44.2979251], [-76.313816, 44.2980791], [-76.3136823, 44.2982942], [-76.3135588, 44.2985], [-76.3134504, 44.2986982], [-76.3133671, 44.2988722], [-76.313159, 44.2993128], [-76.3130051, 44.2996533], [-76.3128827, 44.2999106], [-76.3127644, 44.3001236], [-76.3125782, 44.3003964], [-76.3123785, 44.3006343], [-76.312103, 44.3009284], [-76.3117163, 44.3012881], [-76.3115483, 44.3014557]], ""type"": ""LineString""}","44.29918487744072, -76.3132191535496"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.2899642, 44.3078701], [-76.2871481, 44.3080689], [-76.2866772, 44.3081037], [-76.2862319, 44.30814], [-76.2854794, 44.3081982], [-76.2847423, 44.308258], [-76.2840513, 44.3083136], [-76.2835498, 44.3083579], [-76.2829152, 44.3084148], [-76.2822986, 44.3084714], [-76.2819328, 44.3085086], [-76.2813956, 44.3085662], [-76.2809302, 44.3086211], [-76.280493, 44.3086758], [-76.2800123, 44.3087364], [-76.2793836, 44.3088244], [-76.2787703, 44.3089178], [-76.2774393, 44.3091352], [-76.2764354, 44.3093084], [-76.2756973, 44.3094382], [-76.2750257, 44.3095598], [-76.2745712, 44.3096459], [-76.2742854, 44.3097098], [-76.2739717, 44.3097851], [-76.2736709, 44.309864], [-76.2733905, 44.3099407], [-76.2732681, 44.3099734], [-76.2730541, 44.3100328], [-76.271054, 44.3106148], [-76.2686028, 44.3113213], [-76.2667006, 44.311871]], ""type"": ""LineString""}","44.309326786033175, -76.27823511749855"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.2608893, 44.3135781], [-76.2576187, 44.3146576], [-76.2566976, 44.3149591], [-76.25563, 44.3153054], [-76.2535395, 44.3159656]], ""type"": ""LineString""}","44.314782300055754, -76.25721777803327"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.3671409, 44.2693783], [-76.3672512, 44.2693234], [-76.3674245, 44.2692477], [-76.3675962, 44.26918], [-76.3678141, 44.2690958], [-76.3681614, 44.2689698], [-76.3685901, 44.2688214], [-76.369152, 44.2686327], [-76.3695327, 44.2685023], [-76.3698099, 44.2684066], [-76.3700205, 44.2683291], [-76.3702161, 44.2682491], [-76.3704152, 44.2681597], [-76.3706326, 44.2680567], [-76.3708626, 44.2679335], [-76.3712376, 44.2677215], [-76.3721974, 44.2671773], [-76.3726037, 44.2669475], [-76.3732366, 44.2666093]], ""type"": ""LineString""}","44.26810374906519, -76.37023888452295"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.3767771, 44.2647852], [-76.3772978, 44.2645098], [-76.3777632, 44.2642566], [-76.3781585, 44.2640363], [-76.3785353, 44.263823], [-76.3789673, 44.2635755], [-76.3798937, 44.2630463], [-76.3808714, 44.2624817], [-76.3822688, 44.2616809]], ""type"": ""LineString""}","44.26324701748262, -76.37953071214312"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.2478976, 44.3177146], [-76.247409, 44.3178428], [-76.2467611, 44.3180064], [-76.2463963, 44.318095], [-76.2456588, 44.3182614], [-76.2446661, 44.3184858], [-76.2444566, 44.3185249], [-76.2442829, 44.3185562], [-76.244035, 44.3185939], [-76.2438074, 44.3186203], [-76.2434925, 44.3186477], [-76.2425297, 44.3187115], [-76.2401098, 44.3188649], [-76.2378872, 44.319016], [-76.2356085, 44.3191824], [-76.2353449, 44.3192074], [-76.2350353, 44.3192365], [-76.2347641, 44.3192652]], ""type"": ""LineString""}","44.31869912558156, -76.24136357685602"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.2667102, 44.3119468], [-76.2693972, 44.3111705], [-76.2723595, 44.3103157], [-76.2733636, 44.3100247], [-76.2737101, 44.3099285], [-76.274014, 44.3098475], [-76.274461, 44.3097421], [-76.2748769, 44.3096638], [-76.2753671, 44.309574], [-76.2765369, 44.3093655], [-76.2783515, 44.3090588], [-76.2787824, 44.3089897], [-76.2793529, 44.3089044], [-76.2799104, 44.3088245], [-76.2806297, 44.3087308], [-76.2811819, 44.3086644], [-76.28163, 44.3086125], [-76.282095, 44.3085644], [-76.2826214, 44.3085144], [-76.2831888, 44.3084625], [-76.2840931, 44.308384], [-76.2869922, 44.3081533], [-76.2880289, 44.3080801], [-76.2889706, 44.3080119], [-76.2899776, 44.3079429]], ""type"": ""LineString""}","44.30940038387409, -76.2782464576083"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.2906197, 44.3078996], [-76.2919692, 44.307812], [-76.2925407, 44.3077774], [-76.2934491, 44.307719], [-76.2945678, 44.3076461], [-76.2953031, 44.3076016], [-76.2954465, 44.3075933], [-76.2973953, 44.3074681], [-76.2979723, 44.3074267], [-76.2983501, 44.3073997], [-76.298644, 44.3073736], [-76.2988672, 44.307351], [-76.2991592, 44.3073209], [-76.2993749, 44.307297], [-76.2996017, 44.3072677], [-76.2999306, 44.3072224], [-76.3002594, 44.3071732], [-76.300488, 44.3071384], [-76.3008, 44.307088], [-76.3009931, 44.307055], [-76.301138, 44.3070293], [-76.3014294, 44.3069751], [-76.3016945, 44.3069238]], ""type"": ""LineString""}","44.30751295537072, -76.29616846221239"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.3016945, 44.3069238], [-76.3019645, 44.3068639], [-76.3023523, 44.3067805], [-76.3026416, 44.3067143], [-76.3029661, 44.3066356], [-76.3033627, 44.3065321], [-76.3038388, 44.3064021], [-76.3045442, 44.3061853], [-76.3047125, 44.3061315]], ""type"": ""LineString""}","44.30655576681624, -76.30321093222416"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.3047125, 44.3061315], [-76.3052971, 44.305955], [-76.3059451, 44.3057535], [-76.3065023, 44.3055811], [-76.3069668, 44.3054312], [-76.3071684, 44.3053593], [-76.3073606, 44.3052849], [-76.3075342, 44.3052106], [-76.3077406, 44.3051065], [-76.3078991, 44.305023], [-76.3080499, 44.3049316], [-76.308186, 44.3048484], [-76.3083146, 44.3047626], [-76.308432, 44.304681], [-76.3085511, 44.3045872], [-76.3086554, 44.3045017], [-76.3089312, 44.3042429], [-76.3093247, 44.3038342], [-76.3097416, 44.303389], [-76.3100785, 44.3030305], [-76.3104081, 44.3026853], [-76.3105922, 44.3024945], [-76.3108092, 44.3022792], [-76.3112891, 44.3018186], [-76.3116012, 44.3015205]], ""type"": ""LineString""}","44.30423690706456, -76.30841009392493"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.3174963, 44.2952901], [-76.3182879, 44.2948406], [-76.3188676, 44.2945127], [-76.3196, 44.2940933], [-76.3201575, 44.293775]], ""type"": ""LineString""}","44.29453356271244, -76.3188274767294"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.3825518, 44.2615198], [-76.3831848, 44.2611596], [-76.3837694, 44.2608339]], ""type"": ""LineString""}","44.26117547676328, -76.38315982677219"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.4063147, 44.2516099], [-76.4078808, 44.2509631]], ""type"": ""LineString""}","44.2512865, -76.40709774999999"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.4078808, 44.2509631], [-76.4083584, 44.2507658], [-76.4088304, 44.2505686], [-76.4092232, 44.2504072], [-76.4097707, 44.2501755], [-76.4100232, 44.2500653]], ""type"": ""LineString""}","44.25051726055957, -76.40895329528874"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.4136489, 44.2483514], [-76.4153918, 44.2474932], [-76.4176312, 44.2463786]], ""type"": ""LineString""}","44.24736709553067, -76.41564108740786"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.4256095, 44.243175], [-76.4280646, 44.2426095]], ""type"": ""LineString""}","44.24289225, -76.42683704999999"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.3149477, 44.2969383], [-76.3151566, 44.2967546], [-76.3152663, 44.296661], [-76.3154622, 44.2965062], [-76.3157377, 44.2963209], [-76.3160647, 44.2961124], [-76.3164657, 44.2958762], [-76.3174963, 44.2952901]], ""type"": ""LineString""}","44.29606825866465, -76.3161903568537"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.3280233, 44.2892832], [-76.3299871, 44.2881599], [-76.3321156, 44.2869411], [-76.3342605, 44.2857154], [-76.3344938, 44.2855823]], ""type"": ""LineString""}","44.28743232493734, -76.33125830702203"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.3822688, 44.2616809], [-76.3825518, 44.2615198]], ""type"": ""LineString""}","44.26160035, -76.3824103"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.4308997, 44.241995], [-76.4312672, 44.241919], [-76.4317617, 44.2418152], [-76.4321145, 44.2417428], [-76.4323981, 44.2416881], [-76.4325235, 44.2416651]], ""type"": ""LineString""}","44.241827221351414, -76.43171103894338"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.4325235, 44.2416651], [-76.4328353, 44.2416111], [-76.4331192, 44.2415671], [-76.4333224, 44.2415419], [-76.433595, 44.2415123], [-76.4338414, 44.2414913], [-76.4340994, 44.2414726], [-76.4345873, 44.2414391], [-76.4352739, 44.2413971], [-76.4360859, 44.2413392]], ""type"": ""LineString""}","44.2414716176492, -76.43430130491204"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.4483982, 44.2405367], [-76.4496746, 44.2404543], [-76.4501642, 44.2404219], [-76.4525146, 44.2402622], [-76.4553511, 44.2400677]], ""type"": ""LineString""}","44.24030472263151, -76.45187481837104"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.4553511, 44.2400677], [-76.4557798, 44.2400406], [-76.4562877, 44.2400126], [-76.4566682, 44.2399887]], ""type"": ""LineString""}","44.24002807090541, -76.4560096421531"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5737278, 44.2672716], [-76.5736404, 44.2672755], [-76.5734387, 44.2672782], [-76.5732025, 44.2672777], [-76.5729869, 44.2672757], [-76.5727314, 44.2672669], [-76.5725347, 44.2672596], [-76.5723568, 44.2672522], [-76.5721065, 44.2672408], [-76.5715782, 44.2672171]], ""type"": ""LineString""}","44.267257871012895, -76.57265279857145"
Bike Lane,Diamond Symbol,Constructed,Lane Widening for Cycling Routes,,"{""coordinates"": [[-76.5693283, 44.2671796], [-76.5695038, 44.2671876], [-76.570044, 44.2672074], [-76.5704361, 44.2672305], [-76.5715654, 44.2673017]], ""type"": ""LineString""}","44.267234815081636, -76.5704471487815"
Bike Lane,Diamond Symbol,Constructed,Lane Widening for Cycling Routes,,"{""coordinates"": [[-76.5638773, 44.2680076], [-76.5649108, 44.2674445], [-76.565069, 44.2673642], [-76.5651899, 44.2673056], [-76.5653162, 44.2672543], [-76.5654682, 44.2671989], [-76.5656786, 44.2671341], [-76.5658156, 44.2670988]], ""type"": ""LineString""}","44.26751162966167, -76.56482885604632"
Bike Lane,,Approved for Construction,Development Charge Project,,"{""coordinates"": [[-76.5651887, 44.2799932], [-76.5648194, 44.2799922], [-76.5644566, 44.2799734], [-76.5640978, 44.2799321], [-76.5637455, 44.2798687], [-76.5634025, 44.2797836], [-76.5630712, 44.2796774], [-76.5627542, 44.279551], [-76.5624538, 44.2794053], [-76.5613399, 44.278816], [-76.5610375, 44.2786451], [-76.5607573, 44.2784557], [-76.5605014, 44.2782493], [-76.5602719, 44.2780274], [-76.5600704, 44.2777917], [-76.5598986, 44.277544], [-76.5597577, 44.2772864]], ""type"": ""LineString""}","44.27908000840728, -76.56223945510368"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5636327, 44.268045], [-76.5627152, 44.2685593], [-76.5622447, 44.2688182], [-76.5620829, 44.268905], [-76.5619962, 44.2689491], [-76.5618849, 44.269003], [-76.5617521, 44.2690584], [-76.5615584, 44.2691278], [-76.5613809, 44.2691838], [-76.5612145, 44.2692242], [-76.5610414, 44.2692599], [-76.5609225, 44.2692758], [-76.5607852, 44.2692884], [-76.5606511, 44.2692926], [-76.5591652, 44.2693031]], ""type"": ""LineString""}","44.268946634753306, -76.5614718185562"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5591246, 44.2691984], [-76.5591109, 44.2683849], [-76.5591136, 44.2682467], [-76.559125, 44.2679655], [-76.5591395, 44.2677975], [-76.5591572, 44.2676318], [-76.5591824, 44.2675114], [-76.55922, 44.2673817]], ""type"": ""LineString""}","44.268286129921115, -76.55913137759352"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5608679, 44.2644721], [-76.5608677, 44.2646033], [-76.5608635, 44.264769], [-76.5608537, 44.2648514], [-76.5608257, 44.2650187], [-76.5607774, 44.2651925], [-76.5606806, 44.2654074], [-76.5606432, 44.2654803], [-76.5605151, 44.2656735], [-76.5602894, 44.2659258], [-76.5596446, 44.2665398], [-76.5594715, 44.2667115], [-76.5593059, 44.2669114], [-76.5591811, 44.2670997], [-76.5590923, 44.2672733]], ""type"": ""LineString""}","44.26594236560806, -76.56013897117336"
Bike Lane,Diamond Symbol,Constructed,Lane Widening for Cycling Routes,,"{""coordinates"": [[-76.5589193, 44.2579939], [-76.5588882, 44.2577171], [-76.5588734, 44.2576058], [-76.5588716, 44.2574939], [-76.5588828, 44.2573822], [-76.558907, 44.2572715], [-76.558944, 44.2571625], [-76.5590573, 44.2568944], [-76.5590823, 44.2567854], [-76.5591012, 44.2566751], [-76.5591066, 44.2565764], [-76.5590971, 44.2563693]], ""type"": ""LineString""}","44.25717976372473, -76.55897651683594"
Bike Lane,Diamond Symbol,Constructed,Lane Widening for Cycling Routes,,"{""coordinates"": [[-76.5589471, 44.2563625], [-76.5589586, 44.256571], [-76.5589482, 44.2567041], [-76.5589067, 44.2568662]], ""type"": ""LineString""}","44.25661602875686, -76.55894465477154"
Bike Lane,,Constructed,,,"{""coordinates"": [[-76.5488442, 44.2376002], [-76.5504992, 44.2374698], [-76.5518024, 44.2373723], [-76.5537513, 44.2372519], [-76.5561252, 44.2371586], [-76.5576704, 44.2371158]], ""type"": ""LineString""}","44.237310767259444, -76.55325474256234"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5552313, 44.2190704], [-76.5533134, 44.2191575], [-76.5509909, 44.2192605], [-76.5503128, 44.2192983], [-76.5499557, 44.2193198], [-76.5495227, 44.2193566], [-76.5489086, 44.2194317], [-76.5483393, 44.2194962]], ""type"": ""LineString""}","44.2192405421944, -76.55178197452993"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5477465, 44.2195679], [-76.5472366, 44.2196321], [-76.546791, 44.219693], [-76.5464178, 44.2197361], [-76.5455097, 44.2198437], [-76.5450475, 44.2199], [-76.5447471, 44.2199398]], ""type"": ""LineString""}","44.21975495270329, -76.54624694126029"
Route,,Proposed,Cycling Lanes,,"{""coordinates"": [[-76.5159895, 44.2225851], [-76.5151812, 44.2228431], [-76.5148933, 44.2229284]], ""type"": ""LineString""}","44.2227589675334, -76.51544208233295"
Route - Signed + Sharrows,Sharrows,Constructed,,,"{""coordinates"": [[-76.4828757, 44.2307264], [-76.4843021, 44.2309306]], ""type"": ""LineString""}","44.2308285, -76.4835889"
Route - Signed + Sharrows,Sharrows,Constructed,,,"{""coordinates"": [[-76.4837279, 44.2293997], [-76.4826687, 44.2289097]], ""type"": ""LineString""}","44.2291547, -76.4831983"
Route,,Constructed,,,"{""coordinates"": [[-76.5387119, 44.2200698], [-76.5394916, 44.2201036]], ""type"": ""LineString""}","44.220086699999996, -76.53910175"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5556194, 44.2191807], [-76.5598705, 44.2189845]], ""type"": ""LineString""}","44.2190826, -76.55774495"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5643554, 44.2187374], [-76.5657908, 44.2186581]], ""type"": ""LineString""}","44.21869775000001, -76.5650731"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5713269, 44.218332], [-76.5714651, 44.2183207]], ""type"": ""LineString""}","44.21832635, -76.571396"
Bike Lane,Diamond Symbol,Constructed,Lane Widening for Cycling Routes,,"{""coordinates"": [[-76.5693037, 44.2196784], [-76.5694581, 44.2213347]], ""type"": ""LineString""}","44.22050654999999, -76.56938089999998"
Bike Lane,Diamond Symbol,Constructed,Lane Widening for Cycling Routes,,"{""coordinates"": [[-76.5701163, 44.2283676], [-76.5701383, 44.2285745], [-76.57017, 44.2288341], [-76.5702138, 44.2290816], [-76.5702341, 44.2292239], [-76.5702885, 44.2297149], [-76.5704189, 44.2310457], [-76.5704997, 44.231832]], ""type"": ""LineString""}","44.230098392069316, -76.57031905358733"
Bike Lane,Diamond Symbol,Constructed,Lane Widening for Cycling Routes,,"{""coordinates"": [[-76.5709276, 44.2345994], [-76.5707866, 44.2336243], [-76.5706044, 44.2318248]], ""type"": ""LineString""}","44.2332137604696, -76.57075248580833"
Route - Signed + Sharrows,Sharrows,Constructed,,,"{""coordinates"": [[-76.4850902, 44.2300225], [-76.483929, 44.2294933]], ""type"": ""LineString""}","44.229757899999996, -76.4845096"
Route - Signed + Sharrows,Sharrows,Constructed,,,"{""coordinates"": [[-76.4859497, 44.2311724], [-76.486995, 44.2313315], [-76.4874624, 44.2314113]], ""type"": ""LineString""}","44.23128893252246, -76.48670652104109"
Bike Lane,Diamond Symbol,Constructed,Lane Widening for Cycling Routes,,"{""coordinates"": [[-76.5702582, 44.2281488], [-76.5702295, 44.2279627], [-76.5702075, 44.2277238], [-76.5701491, 44.2271863], [-76.5701087, 44.226742], [-76.5699337, 44.2250492], [-76.5697615, 44.2232934]], ""type"": ""LineString""}","44.22572183009846, -76.57000398585402"
Bike Lane,Diamond Symbol,Constructed,Lane Widening for Cycling Routes,,"{""coordinates"": [[-76.5696525, 44.2221542], [-76.5695854, 44.2214248]], ""type"": ""LineString""}","44.2217895, -76.56961895"
Bike Lane,,Exists,Cycling Lanes,,"{""coordinates"": [[-76.477555, 44.2730895], [-76.4777431, 44.2728335], [-76.4779066, 44.2726079], [-76.4781952, 44.2722279], [-76.4788625, 44.2713704]], ""type"": ""LineString""}","44.272225655594674, -76.47820306494016"
Bike Lane,,Exists,Cycling Lanes,,"{""coordinates"": [[-76.4813237, 44.2608554], [-76.4813864, 44.2607038], [-76.4818121, 44.2597901]], ""type"": ""LineString""}","44.260321505777384, -76.48156506897898"
Bike Lane,,Exists,Cycling Lanes,,"{""coordinates"": [[-76.4824699, 44.2580348], [-76.4822876, 44.2584523], [-76.4817388, 44.2596511]], ""type"": ""LineString""}","44.25884416765475, -76.48210707298001"
Bike Lane,,Exists,Cycling Lanes,,"{""coordinates"": [[-76.4817388, 44.2596511], [-76.481143, 44.2609448]], ""type"": ""LineString""}","44.260297949999995, -76.4814409"
Bike Lane,,Exists,Cycling Lanes,,"{""coordinates"": [[-76.4794157, 44.2627556], [-76.4790824, 44.2630639], [-76.4788618, 44.263307], [-76.4787229, 44.2634943], [-76.4786261, 44.26366], [-76.4785368, 44.2638595], [-76.4784785, 44.2640392], [-76.4784437, 44.2641735], [-76.4784134, 44.2643965], [-76.4783667, 44.2647712], [-76.4783522, 44.2649988], [-76.4783476, 44.265173]], ""type"": ""LineString""}","44.263871325147356, -76.47867935507898"
Route,,Constructed,,,"{""coordinates"": [[-76.5096657, 44.221415], [-76.5107746, 44.2213346]], ""type"": ""LineString""}","44.2213748, -76.51022015000001"
Route,,Constructed,,,"{""coordinates"": [[-76.5127904, 44.2211658], [-76.5137159, 44.2210892], [-76.5149723, 44.2209964], [-76.5158145, 44.2209579]], ""type"": ""LineString""}","44.22105048899976, -76.51430171820913"
Bike Lane,Diamond Symbol,Constructed,Cycling Lanes,1.5,"{""coordinates"": [[-76.5900014, 44.2495257], [-76.5896562, 44.2502179]], ""type"": ""LineString""}","44.2498718, -76.58982879999999"
Bike Lane,Diamond Symbol,Constructed,Cycling Lanes,1.5,"{""coordinates"": [[-76.5891331, 44.251676], [-76.5889179, 44.2521006], [-76.588667, 44.2526801]], ""type"": ""LineString""}","44.25217456174326, -76.58889261821678"
Bike Lane,Diamond Symbol,Constructed,Cycling Lanes,,"{""coordinates"": [[-76.5884085, 44.2528995], [-76.5881834, 44.2534028], [-76.5880568, 44.2536671], [-76.5879105, 44.2539262], [-76.5877449, 44.2541793], [-76.5875029, 44.2544956], [-76.587253, 44.2547608], [-76.5869718, 44.255009], [-76.5867481, 44.2551922]], ""type"": ""LineString""}","44.254126976943375, -76.58768738063544"
Bike Lane,,Exists,,,"{""coordinates"": [[-76.5587805, 44.2594881], [-76.55874, 44.258822], [-76.5587334, 44.2584234]], ""type"": ""LineString""}","44.25895596291258, -76.55875144282255"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.495723, 44.2479854], [-76.4951853, 44.2480296]], ""type"": ""LineString""}","44.2480075, -76.49545415"
